id,timestamp,full_sq,life_sq,floor,state,max_floor,material,build_year,num_room,kitch_sq,full_all,sub_area,price_doc
638,2011-12-16,38,19.0,4.0,,,,,,,102618,Juzhnoe Butovo,2000000
12064,2013-11-12,62,,2.0,1.0,17.0,1.0,1.0,2.0,1.0,247469,Nekrasovka,5999170
22424,2014-09-11,49,36.0,3.0,2.0,8.0,2.0,1963.0,2.0,6.0,76156,Nagatino-Sadovniki,6900000
28400,2015-03-17,75,46.0,15.0,2.0,17.0,1.0,1991.0,3.0,10.0,78616,Severnoe Butovo,11050000
27408,2015-01-21,38,19.0,9.0,2.0,16.0,2.0,1996.0,1.0,9.0,143661,Troickij okrug,4800000
25473,2014-11-28,58,33.0,1.0,2.0,17.0,1.0,1983.0,2.0,10.0,1716730,Birjulevo Vostochnoe,8100000
28497,2015-03-20,56,35.0,2.0,2.0,5.0,2.0,1960.0,3.0,5.0,102590,Danilovskoe,10600000
17076,2014-04-07,85,44.0,11.0,2.0,22.0,1.0,1989.0,3.0,10.0,38075,Silino,9400000
13863,2014-01-17,35,21.0,3.0,2.0,9.0,1.0,1970.0,1.0,6.0,12327,Gol'janovo,5100000
17601,2014-04-18,74,43.0,13.0,2.0,14.0,1.0,1996.0,3.0,10.0,165727,Mar'ino,11700000
5866,2013-02-01,49,34.0,4.0,,,,,,,104410,Veshnjaki,7000000
16522,2014-03-25,83,45.0,10.0,4.0,16.0,1.0,2006.0,3.0,10.0,132349,Novo-Peredelkino,11200000
20982,2014-07-21,75,73.0,8.0,3.0,14.0,1.0,2002.0,3.0,10.0,165727,Mar'ino,10700000
25350,2014-11-26,55,1.0,5.0,1.0,18.0,1.0,1.0,5.0,1.0,76284,Nagatinskij Zaton,9376837
13045,2013-12-12,40,20.0,3.0,3.0,5.0,1.0,1995.0,1.0,8.0,165727,Mar'ino,6000000
20545,2014-07-02,53,30.0,11.0,3.0,14.0,1.0,1986.0,2.0,8.0,85721,Brateevo,7400000
16294,2014-03-20,38,19.0,14.0,3.0,16.0,5.0,1975.0,1.0,9.0,32071,Staroe Krjukovo,3700000
25112,2014-11-21,51,51.0,12.0,1.0,17.0,2.0,2016.0,1.0,10.0,13890,Poselenie Sosenskoe,5068440
28860,2015-04-03,46,46.0,6.0,1.0,17.0,1.0,2015.0,1.0,10.0,112804,Filevskij Park,8615111
10249,2013-09-03,54,32.0,4.0,3.0,16.0,1.0,1979.0,2.0,9.0,55125,Babushkinskoe,9000000
19898,2014-06-20,63,45.0,4.0,2.0,12.0,1.0,1981.0,3.0,6.0,219609,Kapotnja,1100000
15379,2014-02-25,59,,15.0,1.0,17.0,1.0,,2.0,1.0,247469,Nekrasovka,5997000
29944,2015-05-26,58,,2.0,1.0,25.0,4.0,2016.0,2.0,10.0,21155,Mitino,7257447
20909,2014-07-16,43,29.0,1.0,3.0,5.0,2.0,1962.0,2.0,5.0,166803,Shhukino,6500000
10393,2013-09-10,60,,21.0,,24.0,1.0,,2.0,0.0,111874,Chertanovo Central'noe,5391556
30151,2015-06-05,57,,14.0,,17.0,1.0,,2.0,1.0,13890,Poselenie Sosenskoe,5221200
14045,2014-01-23,54,32.0,1.0,,16.0,1.0,1976.0,2.0,9.0,178264,Jasenevo,8350000
30473,2015-06-30,43,28.0,1.0,2.0,9.0,1.0,1968.0,2.0,6.0,72131,Novogireevo,5600000
9397,2013-07-23,71,39.0,9.0,,,,,,,102590,Danilovskoe,15150000
20219,2014-06-26,40,25.0,2.0,3.0,16.0,1.0,1968.0,2.0,6.0,101708,Juzhnoportovoe,5300000
17351,2014-04-14,60,39.0,7.0,3.0,15.0,2.0,1977.0,3.0,7.0,153248,Kotlovka,12400000
22412,2014-09-11,65,43.0,11.0,2.0,12.0,5.0,1967.0,3.0,9.0,27992,Juzhnoe Medvedkovo,5000000
27916,2015-02-16,42,23.0,10.0,1.0,12.0,6.0,2014.0,1.0,10.0,7122,Poselenie Rjazanovskoe,1529745
10622,2013-09-19,60,42.0,7.0,1.0,9.0,1.0,1972.0,3.0,6.0,81980,Jaroslavskoe,7050000
12381,2013-11-21,76,45.0,9.0,2.0,14.0,1.0,1993.0,3.0,10.0,221709,Krjukovo,9800000
16451,2014-03-24,32,21.0,9.0,3.0,9.0,1.0,1964.0,1.0,5.0,83844,Obruchevskoe,6000000
20048,2014-06-24,62,62.0,11.0,1.0,24.0,1.0,2014.0,2.0,1.0,17790,Poselenie Vnukovskoe,7505406
909,2012-01-24,61,31.0,14.0,,,,,,,123280,Taganskoe,7800000
19038,2014-05-28,41,,2.0,,2.0,1.0,,1.0,0.0,221709,Krjukovo,2847100
19493,2014-06-09,45,31.0,4.0,2.0,5.0,1.0,1968.0,2.0,6.0,111023,Ochakovo-Matveevskoe,6200000
16064,2014-03-15,41,22.0,5.0,2.0,14.0,5.0,1972.0,2.0,5.0,130229,Moskvorech'e-Saburovo,6100000
14555,2014-02-04,38,19.0,10.0,2.0,16.0,5.0,1979.0,1.0,9.0,155572,Butyrskoe,7500000
22926,2014-09-25,57,38.0,2.0,2.0,9.0,1.0,1970.0,3.0,6.0,111874,Chertanovo Central'noe,1000000
24158,2014-10-30,38,23.0,2.0,3.0,12.0,5.0,1972.0,2.0,5.0,101982,Tekstil'shhiki,7100000
1515,2012-03-14,56,32.0,17.0,,,,,,,57999,Presnenskoe,8300000
14583,2014-02-04,34,19.0,2.0,2.0,12.0,5.0,1968.0,1.0,9.0,60315,Severnoe Medvedkovo,5850000
10830,2013-09-30,45,1.0,21.0,1.0,25.0,1.0,2013.0,3.0,1.0,13890,Poselenie Sosenskoe,4868500
14891,2014-02-11,37,19.0,11.0,2.0,12.0,1.0,2000.0,1.0,7.0,102618,Juzhnoe Butovo,5600000
21058,2014-07-23,34,19.0,1.0,2.0,9.0,1.0,1971.0,1.0,6.0,118945,Vostochnoe Izmajlovo,4600000
10214,2013-08-31,121,59.0,2.0,3.0,10.0,2.0,2004.0,3.0,13.0,942118,Kurkino,18250000
170,2011-10-20,42,26.0,4.0,,,,,,,76284,Nagatinskij Zaton,6400000
14937,2014-02-12,44,28.0,5.0,2.0,9.0,1.0,1969.0,2.0,6.0,78418,Altuf'evskoe,6300000
13908,2014-01-20,36,36.0,18.0,1.0,1.0,1.0,2014.0,1.0,1.0,156377,Strogino,7327340
4018,2012-10-03,43,18.0,2.0,,,,,,,9553,Poselenie Voskresenskoe,3491971
23552,2014-10-14,31,17.0,5.0,2.0,6.0,2.0,1961.0,1.0,6.0,122862,Izmajlovo,6000000
19385,2014-06-05,33,19.0,4.0,2.0,9.0,1.0,1971.0,1.0,6.0,64931,Vostochnoe Degunino,5450000
11344,2013-10-18,65,35.0,16.0,,0.0,1.0,0.0,2.0,0.0,9553,Poselenie Voskresenskoe,6432000
24732,2014-11-14,49,,16.0,1.0,1.0,1.0,,1.0,1.0,7341,Poselenie Moskovskij,5803478
27495,2015-01-24,62,62.0,17.0,1.0,24.0,1.0,2015.0,2.0,1.0,115352,Nagornoe,14864928
26830,2014-12-18,35,16.0,8.0,2.0,9.0,2.0,1970.0,1.0,8.0,73007,Begovoe,10500000
10408,2013-09-10,37,22.0,8.0,3.0,9.0,5.0,1965.0,2.0,7.0,76670,Zjuzino,6400000
22678,2014-09-19,62,38.0,4.0,2.0,9.0,1.0,1977.0,3.0,7.0,77878,Orehovo-Borisovo Severnoe,9750000
15704,2014-03-04,44,29.0,1.0,2.0,9.0,1.0,1969.0,2.0,6.0,111874,Chertanovo Central'noe,1000000
13844,2014-01-17,40,20.0,9.0,3.0,14.0,1.0,2005.0,1.0,8.0,78418,Altuf'evskoe,2000000
20832,2014-07-14,33,19.0,6.0,2.0,9.0,1.0,1968.0,1.0,6.0,60315,Severnoe Medvedkovo,5600000
14697,2014-02-07,37,19.0,9.0,3.0,12.0,1.0,1998.0,1.0,8.0,112804,Filevskij Park,7600000
14754,2014-02-08,32,32.0,3.0,2.0,12.0,1.0,1971.0,1.0,8.0,166803,Shhukino,7000000
19697,2014-06-16,53,32.0,8.0,3.0,17.0,1.0,1984.0,2.0,9.0,77878,Orehovo-Borisovo Severnoe,9700000
22350,2014-09-09,60,34.0,13.0,3.0,17.0,1.0,2002.0,2.0,13.0,78616,Severnoe Butovo,10500000
7831,2013-05-08,38,20.0,3.0,,,,,,,61396,Otradnoe,5500000
26679,2014-12-17,44,28.0,5.0,2.0,5.0,1.0,1965.0,1.0,5.0,53786,Severnoe Tushino,7000000
5525,2012-12-27,40,40.0,4.0,,,,,,,7341,Poselenie Moskovskij,3555356
9579,2013-08-01,20,12.0,5.0,2.0,20.0,2.0,1973.0,1.0,3.0,115352,Nagornoe,4300000
1183,2012-02-13,66,44.0,10.0,,,,,,,1318695,Vyhino-Zhulebino,9000000
16300,2014-03-20,39,17.0,12.0,3.0,15.0,1.0,2009.0,1.0,8.0,102618,Juzhnoe Butovo,2000000
27173,2014-12-27,38,18.0,6.0,3.0,17.0,1.0,2005.0,1.0,7.0,102828,Kosino-Uhtomskoe,6600000
14511,2014-02-03,36,21.0,9.0,2.0,9.0,1.0,1972.0,1.0,9.0,104410,Veshnjaki,3950440
14046,2014-01-23,51,34.0,6.0,3.0,9.0,1.0,1978.0,3.0,6.0,178264,Jasenevo,8500000
26046,2014-12-09,58,43.0,1.0,2.0,12.0,1.0,1971.0,3.0,6.0,112221,Chertanovo Juzhnoe,1000000
10023,2013-08-23,56,42.0,3.0,2.0,8.0,2.0,1961.0,3.0,6.0,123280,Taganskoe,10600000
17830,2014-04-24,76,37.0,20.0,1.0,30.0,6.0,2011.0,2.0,14.0,76670,Zjuzino,16010549
15832,2014-03-07,42,20.0,10.0,1.0,14.0,1.0,1984.0,1.0,8.0,100846,Dmitrovskoe,1000000
13974,2014-01-22,78,49.0,9.0,2.0,14.0,1.0,1992.0,3.0,8.0,78616,Severnoe Butovo,9800000
29497,2015-04-30,57,29.0,10.0,2.0,17.0,6.0,1.0,2.0,1.0,57107,Timirjazevskoe,1200000
18550,2014-05-17,38,19.0,1.0,3.0,17.0,1.0,2003.0,1.0,7.0,139322,Severnoe Izmajlovo,5900000
13751,2014-01-15,38,19.0,4.0,,22.0,1.0,1995.0,1.0,10.0,61396,Otradnoe,6800000
27482,2015-01-23,66,39.0,6.0,3.0,9.0,2.0,1983.0,3.0,8.0,39873,Poselenie Shherbinka,7100000
23102,2014-09-30,31,17.0,4.0,2.0,5.0,1.0,1968.0,1.0,5.0,78418,Altuf'evskoe,5100000
12712,2013-12-02,59,32.0,14.0,1.0,17.0,1.0,2011.0,2.0,12.0,17790,Poselenie Vnukovskoe,3203200
27487,2015-01-24,36,19.0,9.0,3.0,17.0,1.0,2004.0,1.0,7.0,1716730,Birjulevo Vostochnoe,6300000
24575,2014-11-11,35,14.0,2.0,2.0,17.0,1.0,2001.0,1.0,9.0,80791,Horoshevskoe,6300000
11051,2013-10-07,30,18.0,4.0,2.0,5.0,2.0,1963.0,1.0,5.0,101708,Juzhnoportovoe,6800000
14659,2014-02-06,47,30.0,4.0,2.0,12.0,1.0,1973.0,2.0,6.0,142462,Mozhajskoe,6600000
19210,2014-06-02,39,19.0,9.0,2.0,14.0,1.0,1974.0,1.0,9.0,111023,Ochakovo-Matveevskoe,6600000
19690,2014-06-16,74,39.0,6.0,2.0,16.0,1.0,1996.0,3.0,10.0,21155,Mitino,13400000
13486,2013-12-27,56,37.0,4.0,,9.0,2.0,1979.0,3.0,7.0,39873,Poselenie Shherbinka,5650000
10663,2013-09-23,31,19.0,3.0,,5.0,5.0,1963.0,1.0,5.0,76670,Zjuzino,5000000
17824,2014-04-24,37,22.0,9.0,2.0,5.0,5.0,1961.0,2.0,7.0,142243,Lefortovo,6700000
28564,2015-03-24,187,112.0,17.0,1.0,40.0,4.0,2012.0,4.0,4.0,57995,Sokol,6120000
18838,2014-05-24,100,64.0,7.0,2.0,22.0,1.0,1991.0,4.0,10.0,94561,Novokosino,14000000
6179,2013-03-01,34,25.0,6.0,,,,,,,57999,Presnenskoe,7650000
11418,2013-10-21,41,21.0,5.0,2.0,12.0,1.0,1995.0,1.0,8.0,165727,Mar'ino,6425000
19535,2014-06-10,77,31.0,13.0,1.0,16.0,1.0,2015.0,2.0,14.0,13890,Poselenie Sosenskoe,6760600
29324,2015-04-22,56,35.0,9.0,1.0,24.0,6.0,2017.0,2.0,10.0,76284,Nagatinskij Zaton,8995115
17565,2014-04-17,34,19.0,4.0,1.0,14.0,1.0,1960.0,1.0,9.0,73148,Vojkovskoe,3000000
10037,2013-08-23,85,85.0,2.0,1.0,9.0,1.0,2013.0,3.0,1.0,13890,Poselenie Sosenskoe,8333760
14651,2014-02-06,42,23.0,7.0,3.0,14.0,5.0,1970.0,2.0,6.0,60315,Severnoe Medvedkovo,7500000
13344,2013-12-23,51,30.0,10.0,3.0,17.0,1.0,1985.0,2.0,8.0,67710,Krylatskoe,11200000
14667,2014-02-06,60,41.0,6.0,2.0,9.0,1.0,1976.0,3.0,6.0,130396,Cheremushki,9400000
9578,2013-08-01,54,32.0,2.0,,,,,,,115352,Nagornoe,12000000
30110,2015-06-03,46,46.0,4.0,1.0,17.0,6.0,2016.0,1.0,8.0,7341,Poselenie Moskovskij,5835113
28010,2015-02-20,46,28.0,3.0,3.0,12.0,1.0,1980.0,2.0,6.0,156377,Strogino,9200000
10255,2013-09-03,37,36.0,11.0,3.0,16.0,1.0,1981.0,1.0,8.0,165727,Mar'ino,5100000
17606,2014-04-18,51,30.0,5.0,2.0,17.0,1.0,2005.0,2.0,9.0,112221,Chertanovo Juzhnoe,7700000
18715,2014-05-21,44,27.0,9.0,,9.0,1.0,1977.0,2.0,6.0,178264,Jasenevo,2000000
29443,2015-04-28,37,,9.0,1.0,1.0,1.0,1.0,1.0,1.0,67710,Krylatskoe,6264739
25442,2014-11-27,63,60.0,14.0,1.0,0.0,4.0,2015.0,2.0,0.0,115352,Nagornoe,12957979
10642,2013-09-20,44,29.0,4.0,2.0,5.0,2.0,1964.0,2.0,5.0,57999,Presnenskoe,1000000
27881,2015-02-12,121,74.0,6.0,4.0,7.0,4.0,2006.0,4.0,10.0,78507,Kuncevo,44600000
14674,2014-02-06,37,19.0,6.0,3.0,14.0,1.0,2006.0,1.0,7.0,102828,Kosino-Uhtomskoe,5500000
17346,2014-04-14,56,32.0,2.0,,4.0,2.0,1952.0,3.0,7.0,155572,Butyrskoe,10500000
25004,2014-11-20,38,19.0,4.0,2.0,14.0,5.0,1973.0,1.0,9.0,104410,Veshnjaki,5600000
29328,2015-04-22,53,29.0,14.0,3.0,14.0,1.0,2004.0,2.0,8.0,32071,Staroe Krjukovo,1000000
9935,2013-08-20,30,16.0,3.0,3.0,4.0,2.0,1962.0,1.0,6.0,43795,Pechatniki,2000000
15009,2014-02-14,63,44.0,3.0,3.0,12.0,1.0,1974.0,3.0,7.0,57107,Timirjazevskoe,10650000
22116,2014-09-02,74,43.0,6.0,4.0,17.0,1.0,2001.0,3.0,12.0,78810,Koptevo,17600000
13369,2013-12-24,63,37.0,7.0,1.0,14.0,1.0,1987.0,3.0,8.0,94561,Novokosino,7700000
22010,2014-08-29,51,30.0,3.0,2.0,12.0,1.0,1972.0,2.0,7.0,157010,Ivanovskoe,7200000
18205,2014-05-07,57,34.0,1.0,,5.0,2.0,1953.0,2.0,8.0,122862,Izmajlovo,10400000
9232,2013-07-16,67,34.0,8.0,3.0,17.0,1.0,2004.0,2.0,12.0,78616,Severnoe Butovo,11600000
27638,2015-01-30,46,14.0,3.0,2.0,9.0,1.0,1967.0,2.0,6.0,81887,Hovrino,8100000
22256,2014-09-05,79,44.0,3.0,3.0,14.0,1.0,2003.0,3.0,12.0,87713,Zapadnoe Degunino,12900000
23459,2014-10-10,38,37.0,5.0,3.0,17.0,1.0,2009.0,1.0,7.0,7341,Poselenie Moskovskij,2000000
13688,2014-01-14,64,43.0,11.0,3.0,12.0,1.0,1974.0,3.0,6.0,129207,Orehovo-Borisovo Juzhnoe,8400000
19176,2014-05-31,51,51.0,6.0,2.0,14.0,1.0,1991.0,2.0,8.0,221709,Krjukovo,6200000
25446,2014-11-27,84,53.0,2.0,2.0,14.0,1.0,1987.0,4.0,8.0,78507,Kuncevo,9000000
17954,2014-04-28,61,26.0,2.0,3.0,14.0,4.0,2001.0,1.0,19.0,123280,Taganskoe,23000000
11881,2013-11-06,58,58.0,14.0,1.0,14.0,1.0,2015.0,2.0,1.0,115352,Nagornoe,11425550
30415,2015-06-25,42,28.0,5.0,3.0,5.0,2.0,1958.0,2.0,5.0,73007,Begovoe,7700000
11253,2013-10-15,48,30.0,3.0,2.0,14.0,2.0,1974.0,2.0,8.0,123280,Taganskoe,9200000
20328,2014-06-28,40,26.0,1.0,2.0,9.0,2.0,1967.0,2.0,5.0,102726,Jakimanka,7700000
6216,2013-03-04,76,40.0,16.0,,,,,,,123280,Taganskoe,4500000
28111,2015-02-27,54,32.0,9.0,3.0,12.0,1.0,1995.0,2.0,9.0,165727,Mar'ino,9200000
20539,2014-07-02,75,44.0,8.0,3.0,12.0,1.0,1999.0,3.0,10.0,41504,Beskudnikovskoe,15200000
23343,2014-10-07,53,34.0,1.0,3.0,16.0,1.0,1981.0,3.0,7.0,145088,Birjulevo Zapadnoe,4355000
8382,2013-06-07,29,,6.0,,,,,,,21155,Mitino,4650776
18127,2014-05-05,46,46.0,10.0,,24.0,1.0,1.0,1.0,1.0,17790,Poselenie Vnukovskoe,5886119
10424,2013-09-11,54,34.0,4.0,3.0,5.0,2.0,1959.0,3.0,6.0,1452550,Bogorodskoe,8250000
13900,2014-01-20,37,19.0,9.0,3.0,17.0,1.0,2012.0,1.0,6.0,76670,Zjuzino,4970000
15178,2014-02-18,81,44.0,14.0,3.0,17.0,1.0,2002.0,3.0,10.0,102618,Juzhnoe Butovo,11650000
28070,2015-02-25,82,50.0,1.0,2.0,16.0,1.0,1978.0,4.0,11.0,79576,Losinoostrovskoe,6000000
19000,2014-05-28,39,19.0,14.0,3.0,17.0,1.0,1995.0,1.0,8.0,12327,Gol'janovo,6800000
18193,2014-05-06,91,62.0,3.0,3.0,5.0,2.0,1953.0,3.0,9.0,155572,Butyrskoe,14500000
16408,2014-03-24,41,20.0,14.0,2.0,14.0,1.0,2001.0,1.0,8.0,78418,Altuf'evskoe,6100000
13488,2013-12-27,47,27.0,1.0,2.0,4.0,2.0,1950.0,2.0,6.0,81980,Jaroslavskoe,6000000
17662,2014-04-21,76,45.0,25.0,1.0,25.0,4.0,2009.0,3.0,8.0,1452550,Bogorodskoe,8909400
15429,2014-02-26,66,36.0,10.0,1.0,17.0,6.0,2013.0,2.0,16.0,13890,Poselenie Sosenskoe,3966899
14517,2014-02-03,46,44.0,15.0,1.0,25.0,1.0,2013.0,1.0,1.0,247469,Nekrasovka,4851000
25497,2014-11-28,41,20.0,8.0,3.0,12.0,1.0,2000.0,1.0,8.0,102618,Juzhnoe Butovo,6300000
20946,2014-07-17,46,28.0,9.0,2.0,9.0,1.0,1.0,2.0,6.0,104410,Veshnjaki,6700000
27600,2015-01-29,60,33.0,7.0,3.0,17.0,1.0,2005.0,2.0,12.0,41504,Beskudnikovskoe,8000000
4122,2012-10-09,58,,8.0,,,,,,,13890,Poselenie Sosenskoe,4535300
20759,2014-07-10,42,28.0,2.0,3.0,9.0,1.0,1970.0,2.0,5.0,78810,Koptevo,2000000
27003,2014-12-21,91,49.0,3.0,3.0,5.0,2.0,1965.0,3.0,16.0,36154,Perovo,10860000
12599,2013-11-28,74,43.0,14.0,2.0,17.0,1.0,1991.0,3.0,10.0,132349,Novo-Peredelkino,8350000
9544,2013-07-31,83,47.0,15.0,3.0,16.0,2.0,2001.0,3.0,11.0,96959,Levoberezhnoe,13600000
14269,2014-01-29,55,34.0,4.0,2.0,5.0,2.0,1958.0,2.0,7.0,80917,Marfino,8750000
24614,2014-11-12,42,38.0,8.0,2.0,20.0,1.0,2002.0,1.0,9.0,155427,Horoshevo-Mnevniki,9100000
20722,2014-07-09,38,19.0,2.0,2.0,17.0,1.0,1987.0,1.0,8.0,125354,Chertanovo Severnoe,3000000
12398,2013-11-22,41,21.0,5.0,2.0,14.0,1.0,1991.0,1.0,8.0,221709,Krjukovo,4650000
22319,2014-09-08,31,30.0,2.0,1.0,2.0,4.0,2015.0,1.0,0.0,2942,Poselenie Filimonkovskoe,2365128
10604,2013-09-19,126,126.0,8.0,1.0,28.0,2.0,2013.0,3.0,12.0,83844,Obruchevskoe,22315422
20124,2014-06-25,49,47.0,4.0,3.0,14.0,5.0,1971.0,2.0,9.0,112221,Chertanovo Juzhnoe,7050000
26927,2014-12-20,41,41.0,3.0,1.0,20.0,1.0,2014.0,1.0,10.0,21819,Poselenie Desjonovskoe,4697387
11056,2013-10-07,55,35.0,2.0,2.0,9.0,2.0,1960.0,2.0,8.0,73007,Begovoe,9750000
22218,2014-09-04,37,,2.0,,0.0,1.0,,1.0,0.0,39873,Poselenie Shherbinka,3045906
17448,2014-04-15,54,30.0,9.0,2.0,14.0,1.0,1993.0,2.0,8.0,145088,Birjulevo Zapadnoe,6350000
24773,2014-11-14,72,50.0,4.0,3.0,5.0,2.0,1960.0,3.0,9.0,78507,Kuncevo,11900000
25092,2014-11-21,36,19.0,14.0,3.0,14.0,1.0,1974.0,1.0,8.0,76284,Nagatinskij Zaton,7700000
7968,2013-05-16,37,19.0,10.0,,,,,,,142243,Lefortovo,7700000
16049,2014-03-14,38,38.0,4.0,1.0,17.0,1.0,2014.0,1.0,1.0,17790,Poselenie Vnukovskoe,4785666
19467,2014-06-07,45,1.0,7.0,1.0,0.0,1.0,2014.0,1.0,1.0,13890,Poselenie Sosenskoe,5735028
16648,2014-03-27,40,25.0,4.0,3.0,5.0,1.0,,2.0,5.0,145576,Caricyno,2000000
9554,2013-07-31,47,31.0,7.0,,9.0,1.0,1968.0,2.0,6.0,145576,Caricyno,6650000
29793,2015-05-19,63,,2.0,,16.0,1.0,,2.0,0.0,9553,Poselenie Voskresenskoe,6292800
19289,2014-06-03,75,44.0,17.0,3.0,17.0,1.0,2011.0,3.0,9.0,7341,Poselenie Moskovskij,4234000
10933,2013-10-02,40,,5.0,,1.0,4.0,,1.0,1.0,13890,Poselenie Sosenskoe,3843450
18544,2014-05-17,29,15.0,10.0,3.0,12.0,1.0,1971.0,1.0,6.0,112221,Chertanovo Juzhnoe,5640000
13026,2013-12-12,62,44.0,7.0,2.0,9.0,1.0,1966.0,3.0,7.0,37807,Savelki,7100000
24017,2014-10-28,38,18.0,5.0,4.0,12.0,1.0,2005.0,1.0,7.0,102828,Kosino-Uhtomskoe,6600000
24070,2014-10-29,48,48.0,3.0,1.0,22.0,1.0,2014.0,1.0,1.0,7341,Poselenie Moskovskij,6348703
19099,2014-05-29,63,42.0,2.0,3.0,15.0,6.0,2011.0,2.0,6.0,39873,Poselenie Shherbinka,5090904
15263,2014-02-20,64,,15.0,,17.0,1.0,,2.0,1.0,7341,Poselenie Moskovskij,5323456
13798,2014-01-16,74,74.0,5.0,,17.0,1.0,2013.0,3.0,0.0,247469,Nekrasovka,5500000
5282,2012-12-14,43,18.0,8.0,,,,,,,9553,Poselenie Voskresenskoe,4238000
23390,2014-10-08,39,23.0,13.0,3.0,17.0,5.0,1974.0,2.0,6.0,112221,Chertanovo Juzhnoe,7150000
20125,2014-06-25,38,20.0,2.0,2.0,12.0,1.0,1979.0,1.0,8.0,61396,Otradnoe,6100000
25365,2014-11-26,51,51.0,4.0,1.0,1.0,4.0,2015.0,1.0,1.0,13890,Poselenie Sosenskoe,4637490
18663,2014-05-20,38,38.0,10.0,1.0,16.0,1.0,2014.0,1.0,0.0,247469,Nekrasovka,4268000
20561,2014-07-03,32,17.0,3.0,3.0,12.0,1.0,1981.0,1.0,6.0,89971,Ljublino,5500000
12069,2013-11-12,37,19.0,2.0,2.0,16.0,1.0,1982.0,1.0,8.0,100846,Dmitrovskoe,5100000
28569,2015-03-24,57,38.0,9.0,3.0,9.0,1.0,1977.0,3.0,5.0,112221,Chertanovo Juzhnoe,8050000
29899,2015-05-23,70,,15.0,1.0,1.0,1.0,,2.0,1.0,116742,Tverskoe,5160747
23434,2014-10-10,64,63.0,6.0,1.0,9.0,6.0,2015.0,3.0,1.0,2942,Poselenie Filimonkovskoe,4378116
16470,2014-03-25,59,37.0,2.0,3.0,5.0,2.0,1965.0,3.0,6.0,115352,Nagornoe,8800000
14494,2014-02-03,37,18.0,7.0,2.0,17.0,1.0,1993.0,1.0,8.0,102618,Juzhnoe Butovo,6000000
25195,2014-11-24,36,20.0,6.0,1.0,9.0,1.0,1975.0,1.0,6.0,129207,Orehovo-Borisovo Juzhnoe,6050000
15394,2014-02-25,38,19.0,12.0,2.0,22.0,1.0,1989.0,1.0,10.0,125111,Solncevo,5900000
6155,2013-03-01,29,17.0,5.0,,,,,,,8384,Poselenie Novofedorovskoe,3000000
27292,2015-01-14,179,179.0,3.0,1.0,3.0,5.0,2007.0,3.0,0.0,39873,Poselenie Shherbinka,8500000
25564,2014-12-01,91,,9.0,1.0,16.0,1.0,2014.0,3.0,10.0,13890,Poselenie Sosenskoe,7233340
14720,2014-02-07,60,33.0,13.0,3.0,15.0,2.0,1988.0,2.0,10.0,153248,Kotlovka,11700000
21334,2014-08-06,74,40.0,4.0,3.0,13.0,1.0,2001.0,3.0,0.0,78616,Severnoe Butovo,11300000
14106,2014-01-24,75,35.0,9.0,1.0,22.0,1.0,2014.0,2.0,10.0,61039,Ramenki,12168380
13318,2013-12-23,51,33.0,4.0,3.0,5.0,2.0,1960.0,3.0,6.0,1362363,Akademicheskoe,9600000
14865,2014-02-11,41,18.0,11.0,1.0,22.0,4.0,2014.0,1.0,1.0,116742,Tverskoe,4534920
18690,2014-05-21,41,21.0,12.0,3.0,12.0,1.0,1979.0,1.0,8.0,37807,Savelki,4950000
24085,2014-10-29,43,43.0,14.0,1.0,17.0,1.0,2015.0,1.0,10.0,13890,Poselenie Sosenskoe,5301513
14475,2014-02-03,60,43.0,7.0,,9.0,1.0,1978.0,3.0,6.0,178264,Jasenevo,10200000
25970,2014-12-08,72,51.0,5.0,2.0,5.0,2.0,1958.0,3.0,7.0,61039,Ramenki,13800000
20879,2014-07-15,31,12.0,6.0,1.0,25.0,4.0,2013.0,1.0,10.0,13890,Poselenie Sosenskoe,3732000
8431,2013-06-10,35,,2.0,,,,,,,87713,Zapadnoe Degunino,3639042
12763,2013-12-03,99,64.0,9.0,3.0,22.0,1.0,1999.0,4.0,10.0,67710,Krylatskoe,20000000
28916,2015-04-06,84,1.0,7.0,1.0,15.0,1.0,2017.0,3.0,1.0,13890,Poselenie Sosenskoe,6359010
14823,2014-02-10,35,19.0,6.0,3.0,12.0,5.0,1974.0,1.0,9.0,60315,Severnoe Medvedkovo,6200000
14089,2014-01-24,32,21.0,6.0,2.0,9.0,1.0,1962.0,1.0,5.0,1359171,Alekseevskoe,7250000
19856,2014-06-19,76,,2.0,,2.0,1.0,2014.0,3.0,1.0,116742,Tverskoe,7109155
2088,2012-05-04,37,19.0,12.0,,,,,,,221709,Krjukovo,4300000
12626,2013-11-29,54,36.0,4.0,2.0,5.0,1.0,1962.0,3.0,5.0,1359171,Alekseevskoe,9000000
17912,2014-04-26,59,42.0,5.0,3.0,5.0,1.0,1970.0,3.0,5.0,1452550,Bogorodskoe,7200000
23806,2014-10-21,27,27.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,39873,Poselenie Shherbinka,2574464
17547,2014-04-17,75,44.0,14.0,4.0,17.0,1.0,2004.0,3.0,12.0,12327,Gol'janovo,16000000
30097,2015-06-03,49,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,13890,Poselenie Sosenskoe,4364990
20556,2014-07-03,38,19.0,9.0,2.0,16.0,5.0,1974.0,1.0,9.0,145088,Birjulevo Zapadnoe,4800000
